strategy,round,rx_id,selection_phase,rx_col,rx_row,rx_height_m,signal_true_norm,signal_pred_norm,building_density_nearby,path_building_ratio_simple
uniform_grid,0,r144_c176_z130,initial,176.0,144.0,130.0,0.6431373,0.62786317,0.92,0.0
uniform_grid,0,r448_c0_z120,initial,0.0,448.0,120.0,0.64705884,0.62637913,0.0,0.0
uniform_grid,0,r416_c496_z130,initial,496.0,416.0,130.0,0.6392157,0.6224537,0.0,0.0
uniform_grid,0,r112_c272_z130,initial,272.0,112.0,130.0,0.64705884,0.626613,0.76,0.0
uniform_grid,0,r304_c240_z120,initial,240.0,304.0,120.0,0.6509804,0.6380841,0.64,0.0
uniform_grid,0,r256_c48_z100,initial,48.0,256.0,100.0,0.6431373,0.6334146,0.0,0.0
uniform_grid,0,r384_c480_z100,initial,480.0,384.0,100.0,0.654902,0.6261505,0.76,0.0
uniform_grid,0,r352_c464_z110,initial,464.0,352.0,110.0,0.654902,0.6281112,1.0,0.0006291946
uniform_grid,0,r320_c64_z120,initial,64.0,320.0,120.0,0.64705884,0.6377163,0.04,0.0
uniform_grid,0,r208_c240_z100,initial,240.0,208.0,100.0,0.654902,0.6288754,0.2,0.0
uniform_grid,0,r160_c208_z110,initial,208.0,160.0,110.0,0.6509804,0.6311261,0.24,0.0
uniform_grid,0,r496_c464_z110,initial,464.0,496.0,110.0,0.6313726,0.6161498,0.0,0.0
uniform_grid,0,r480_c64_z130,initial,64.0,480.0,130.0,0.6392157,0.62165666,0.0,0.0
uniform_grid,0,r48_c272_z110,initial,272.0,48.0,110.0,0.6509804,0.6339888,1.0,0.0
uniform_grid,0,r400_c208_z110,initial,208.0,400.0,110.0,0.6509804,0.633617,0.24,0.0006291946
uniform_grid,0,r352_c432_z110,initial,432.0,352.0,110.0,0.64705884,0.6278518,0.24,0.0006291946
uniform_grid,0,r176_c208_z100,initial,208.0,176.0,100.0,0.6509804,0.63124746,0.0,0.0
uniform_grid,0,r400_c384_z120,initial,384.0,400.0,120.0,0.64705884,0.6242475,0.32,0.0006291946
uniform_grid,0,r64_c192_z100,initial,192.0,64.0,100.0,0.654902,0.63060313,1.0,0.0006291946
uniform_grid,0,r464_c304_z120,initial,304.0,464.0,120.0,0.6509804,0.6249385,0.04,0.0006291946
uniform_grid,0,r304_c480_z100,initial,480.0,304.0,100.0,0.6509804,0.63201165,1.0,0.0006291946
uniform_grid,0,r384_c80_z120,initial,80.0,384.0,120.0,0.6509804,0.6402904,0.32,0.0
uniform_grid,0,r208_c304_z120,initial,304.0,208.0,120.0,0.6509804,0.63155174,0.2,0.0
uniform_grid,0,r304_c480_z130,initial,480.0,304.0,130.0,0.6431373,0.6252048,1.0,0.0006291946
uniform_grid,0,r384_c336_z120,initial,336.0,384.0,120.0,0.6509804,0.6329618,0.04,0.0006291946
uniform_grid,0,r304_c240_z110,initial,240.0,304.0,110.0,0.654902,0.6381485,0.64,0.0
uniform_grid,0,r432_c64_z120,initial,64.0,432.0,120.0,0.64705884,0.635173,0.0,0.0
uniform_grid,0,r160_c432_z100,initial,432.0,160.0,100.0,0.65882355,0.63393974,0.0,0.0
uniform_grid,0,r320_c496_z110,initial,496.0,320.0,110.0,0.654902,0.6256395,0.0,0.0006291946
uniform_grid,0,r256_c128_z110,initial,128.0,256.0,110.0,0.6509804,0.6341172,0.88,0.0
uniform_grid,0,r400_c176_z110,initial,176.0,400.0,110.0,0.6509804,0.6359129,0.56,0.0012583892
uniform_grid,0,r128_c272_z130,initial,272.0,128.0,130.0,0.64705884,0.6261245,0.2,0.0
uniform_grid,0,r368_c0_z110,initial,0.0,368.0,110.0,0.64705884,0.63724476,0.0,0.0
uniform_grid,0,r368_c96_z120,initial,96.0,368.0,120.0,0.64705884,0.6397181,0.0,0.0
uniform_grid,0,r64_c80_z130,initial,80.0,64.0,130.0,0.6431373,0.6276759,0.52,0.0
uniform_grid,0,r288_c32_z120,initial,32.0,288.0,120.0,0.6392157,0.63468546,0.04,0.0
uniform_grid,0,r64_c336_z100,initial,336.0,64.0,100.0,0.6509804,0.637214,0.0,0.0
uniform_grid,0,r320_c368_z110,initial,368.0,320.0,110.0,0.654902,0.6330209,0.0,0.0
uniform_grid,0,r208_c480_z130,initial,480.0,208.0,130.0,0.6431373,0.6253274,0.48,0.0
uniform_grid,0,r176_c448_z120,initial,448.0,176.0,120.0,0.64705884,0.6275907,0.0,0.0
uniform_grid,0,r384_c272_z120,initial,272.0,384.0,120.0,0.6509804,0.6360237,0.48,0.0
uniform_grid,0,r96_c416_z110,initial,416.0,96.0,110.0,0.654902,0.6307809,0.0,0.0
uniform_grid,0,r448_c64_z100,initial,64.0,448.0,100.0,0.654902,0.63510525,1.0,0.0
uniform_grid,0,r240_c320_z100,initial,320.0,240.0,100.0,0.6509804,0.6312521,0.2,0.0
uniform_grid,0,r32_c336_z110,initial,336.0,32.0,110.0,0.6509804,0.6282641,0.88,0.0
uniform_grid,0,r400_c272_z120,initial,272.0,400.0,120.0,0.64705884,0.63562065,0.0,0.0006291946
uniform_grid,0,r112_c448_z130,initial,448.0,112.0,130.0,0.64705884,0.62625843,0.0,0.0
uniform_grid,0,r352_c128_z110,initial,128.0,352.0,110.0,0.654902,0.63924235,0.0,0.0
uniform_grid,0,r432_c384_z120,initial,384.0,432.0,120.0,0.6509804,0.6216793,0.4,0.0
uniform_grid,0,r128_c480_z110,initial,480.0,128.0,110.0,0.6509804,0.6227231,0.12,0.0
uniform_grid,0,r480_c336_z110,initial,336.0,480.0,110.0,0.6509804,0.6228546,0.0,0.0
uniform_grid,0,r496_c144_z110,initial,144.0,496.0,110.0,0.654902,0.62470496,0.0,0.0
uniform_grid,0,r416_c496_z110,initial,496.0,416.0,110.0,0.64705884,0.62375,0.0,0.0
uniform_grid,0,r352_c48_z120,initial,48.0,352.0,120.0,0.64705884,0.63791233,0.0,0.0
uniform_grid,0,r48_c448_z100,initial,448.0,48.0,100.0,0.654902,0.6242431,0.0,0.0
uniform_grid,0,r320_c352_z130,initial,352.0,320.0,130.0,0.6431373,0.6303287,0.24,0.0
uniform_grid,0,r128_c400_z130,initial,400.0,128.0,130.0,0.6431373,0.62937486,0.56,0.0
uniform_grid,0,r256_c288_z110,initial,288.0,256.0,110.0,0.6509804,0.6307137,0.0,0.0
uniform_grid,0,r16_c240_z130,initial,240.0,16.0,130.0,0.63529414,0.62935233,0.0,0.0
uniform_grid,0,r368_c224_z100,initial,224.0,368.0,100.0,0.65882355,0.6372598,0.0,0.0006291946
uniform_grid,0,r272_c464_z130,initial,464.0,272.0,130.0,0.64705884,0.6268373,0.04,0.0006291946
uniform_grid,0,r192_c464_z130,initial,464.0,192.0,130.0,0.64705884,0.6256807,0.0,0.0
uniform_grid,0,r496_c0_z130,initial,0.0,496.0,130.0,0.627451,0.62064946,0.0,0.0
uniform_grid,0,r96_c224_z110,initial,224.0,96.0,110.0,0.64705884,0.63128704,0.12,0.0
uniform_grid,0,r96_c240_z120,initial,240.0,96.0,120.0,0.64705884,0.62938094,0.0,0.0
uniform_grid,0,r176_c304_z110,initial,304.0,176.0,110.0,0.6509804,0.6338386,0.6,0.0
uniform_grid,0,r464_c256_z100,initial,256.0,464.0,100.0,0.654902,0.62854475,0.0,0.0
uniform_grid,0,r448_c320_z130,initial,320.0,448.0,130.0,0.6431373,0.62394506,0.52,0.0006291946
uniform_grid,0,r176_c384_z110,initial,384.0,176.0,110.0,0.64705884,0.6343779,0.4,0.0
uniform_grid,0,r176_c336_z130,initial,336.0,176.0,130.0,0.64705884,0.6312671,0.12,0.0
uniform_grid,0,r432_c48_z110,initial,48.0,432.0,110.0,0.6509804,0.63596994,0.0,0.0
uniform_grid,0,r432_c416_z130,initial,416.0,432.0,130.0,0.6431373,0.61998564,0.28,0.0
uniform_grid,0,r304_c48_z120,initial,48.0,304.0,120.0,0.6509804,0.63549703,0.0,0.0
uniform_grid,0,r416_c272_z110,initial,272.0,416.0,110.0,0.6509804,0.63508713,0.08,0.0006291946
uniform_grid,0,r176_c240_z100,initial,240.0,176.0,100.0,0.654902,0.62948304,0.32,0.0
uniform_grid,0,r48_c112_z130,initial,112.0,48.0,130.0,0.6431373,0.6272068,0.96,0.0
uniform_grid,0,r416_c48_z110,initial,48.0,416.0,110.0,0.6509804,0.6382716,0.04,0.0
uniform_grid,0,r432_c16_z100,initial,16.0,432.0,100.0,0.654902,0.63292694,1.0,0.0
uniform_grid,0,r304_c416_z110,initial,416.0,304.0,110.0,0.6509804,0.63014543,0.0,0.0006291946
uniform_grid,0,r144_c224_z100,initial,224.0,144.0,100.0,0.65882355,0.6304876,0.0,0.0
uniform_grid,0,r144_c480_z100,initial,480.0,144.0,100.0,0.65882355,0.6271732,1.0,0.0
uniform_grid,0,r32_c448_z100,initial,448.0,32.0,100.0,0.654902,0.623035,0.0,0.0
uniform_grid,0,r64_c384_z130,initial,384.0,64.0,130.0,0.64705884,0.6252906,0.0,0.0
uniform_grid,0,r352_c496_z130,initial,496.0,352.0,130.0,0.64705884,0.62441367,0.0,0.0
uniform_grid,0,r304_c192_z100,initial,192.0,304.0,100.0,0.654902,0.63714886,0.72,0.0
uniform_grid,0,r304_c416_z120,initial,416.0,304.0,120.0,0.6509804,0.62860715,0.0,0.0006291946
uniform_grid,0,r112_c16_z120,initial,16.0,112.0,120.0,0.6431373,0.62470734,0.0,0.0006291946
uniform_grid,0,r176_c144_z100,initial,144.0,176.0,100.0,0.654902,0.6335267,0.0,0.0
uniform_grid,0,r496_c160_z110,initial,160.0,496.0,110.0,0.64705884,0.6248448,0.0,0.0
uniform_grid,0,r16_c336_z130,initial,336.0,16.0,130.0,0.64705884,0.62326044,0.0,0.0
uniform_grid,0,r368_c288_z120,initial,288.0,368.0,120.0,0.6509804,0.6367072,0.0,0.0
uniform_grid,0,r368_c48_z110,initial,48.0,368.0,110.0,0.6509804,0.6396495,0.0,0.0
uniform_grid,0,r48_c464_z110,initial,464.0,48.0,110.0,0.64705884,0.62229806,0.0,0.0
uniform_grid,0,r480_c80_z120,initial,80.0,480.0,120.0,0.6431373,0.62306696,0.36,0.0
uniform_grid,0,r352_c80_z110,initial,80.0,352.0,110.0,0.6509804,0.6403112,0.0,0.0
uniform_grid,0,r320_c144_z100,initial,144.0,320.0,100.0,0.654902,0.63880575,0.4,0.0
uniform_grid,0,r240_c320_z120,initial,320.0,240.0,120.0,0.64705884,0.6301548,0.2,0.0
uniform_grid,0,r480_c384_z100,initial,384.0,480.0,100.0,0.6509804,0.6190834,0.0,0.0
uniform_grid,0,r176_c160_z110,initial,160.0,176.0,110.0,0.654902,0.6311915,0.52,0.0
uniform_grid,0,r112_c176_z100,initial,176.0,112.0,100.0,0.6509804,0.6334877,0.6,0.0
uniform_grid,0,r320_c160_z120,initial,160.0,320.0,120.0,0.64705884,0.6383803,0.0,0.0
uniform_grid,0,r368_c288_z130,initial,288.0,368.0,130.0,0.64705884,0.63571715,0.0,0.0
uniform_grid,0,r16_c496_z110,initial,496.0,16.0,110.0,0.627451,0.62135756,0.0,0.0
uniform_grid,0,r80_c256_z120,initial,256.0,80.0,120.0,0.6509804,0.63048553,0.0,0.0
uniform_grid,0,r368_c176_z130,initial,176.0,368.0,130.0,0.6431373,0.6368075,0.28,0.0
uniform_grid,0,r464_c432_z100,initial,432.0,464.0,100.0,0.654902,0.61867213,0.0,0.0
uniform_grid,0,r304_c16_z100,initial,16.0,304.0,100.0,0.65882355,0.6364225,0.0,0.0
uniform_grid,0,r256_c0_z130,initial,0.0,256.0,130.0,0.6313726,0.63128245,0.0,0.0
uniform_grid,0,r32_c256_z130,initial,256.0,32.0,130.0,0.64705884,0.6290823,0.0,0.0
uniform_grid,0,r368_c16_z110,initial,16.0,368.0,110.0,0.6509804,0.63757133,0.0,0.0
uniform_grid,0,r272_c256_z100,initial,256.0,272.0,100.0,0.65882355,0.6345468,0.6,0.0
uniform_grid,0,r80_c192_z100,initial,192.0,80.0,100.0,0.654902,0.63046706,0.16,0.0006291946
uniform_grid,0,r128_c80_z120,initial,80.0,128.0,120.0,0.6509804,0.6301841,0.72,0.0006291946
uniform_grid,0,r256_c208_z120,initial,208.0,256.0,120.0,0.64705884,0.6321063,0.0,0.0
uniform_grid,0,r96_c160_z120,initial,160.0,96.0,120.0,0.6509804,0.6275679,0.36,0.0006291946
uniform_grid,0,r112_c416_z100,initial,416.0,112.0,100.0,0.654902,0.63361067,0.0,0.0
uniform_grid,0,r0_c96_z120,initial,96.0,0.0,120.0,0.6313726,0.6269776,0.0,0.0
uniform_grid,0,r384_c272_z100,initial,272.0,384.0,100.0,0.654902,0.6371796,0.48,0.0
uniform_grid,0,r288_c272_z130,initial,272.0,288.0,130.0,0.64705884,0.63542527,0.52,0.0
uniform_grid,0,r208_c144_z110,initial,144.0,208.0,110.0,0.6509804,0.6299537,0.04,0.0006291946
uniform_grid,0,r128_c144_z110,initial,144.0,128.0,110.0,0.6509804,0.63274235,0.24,0.0
uniform_grid,0,r496_c64_z110,initial,64.0,496.0,110.0,0.6392157,0.6225457,0.0,0.0
uniform_grid,0,r80_c304_z120,initial,304.0,80.0,120.0,0.64705884,0.6317767,0.0,0.0
uniform_grid,0,r464_c80_z110,initial,80.0,464.0,110.0,0.64705884,0.629168,0.04,0.0
uniform_grid,0,r320_c256_z100,initial,256.0,320.0,100.0,0.654902,0.6377405,1.0,0.0
uniform_grid,0,r464_c80_z120,initial,80.0,464.0,120.0,0.64705884,0.6272073,0.04,0.0
uniform_grid,0,r496_c368_z110,initial,368.0,496.0,110.0,0.64705884,0.6190571,0.8,0.0
uniform_grid,0,r416_c352_z110,initial,352.0,416.0,110.0,0.6509804,0.62760425,0.96,0.0006291946
uniform_grid,0,r496_c432_z120,initial,432.0,496.0,120.0,0.6392157,0.6172827,0.0,0.0
uniform_grid,0,r288_c400_z110,initial,400.0,288.0,110.0,0.654902,0.63321507,0.72,0.0
uniform_grid,0,r224_c112_z120,initial,112.0,224.0,120.0,0.64705884,0.63086194,0.36,0.0006291946
uniform_grid,0,r176_c96_z100,initial,96.0,176.0,100.0,0.654902,0.6342409,0.56,0.0006291946
uniform_grid,0,r96_c128_z110,initial,128.0,96.0,110.0,0.654902,0.63018996,0.4,0.0006291946
uniform_grid,0,r128_c176_z100,initial,176.0,128.0,100.0,0.6509804,0.6341127,0.4,0.0
uniform_grid,0,r224_c416_z120,initial,416.0,224.0,120.0,0.64705884,0.630835,0.64,0.0
uniform_grid,0,r224_c176_z100,initial,176.0,224.0,100.0,0.6509804,0.630572,1.0,0.0
uniform_grid,0,r496_c464_z130,initial,464.0,496.0,130.0,0.6313726,0.6171481,0.0,0.0
uniform_grid,0,r272_c128_z110,initial,128.0,272.0,110.0,0.6509804,0.6358836,0.52,0.0
uniform_grid,0,r336_c80_z100,initial,80.0,336.0,100.0,0.654902,0.6403662,0.08,0.0
uniform_grid,0,r112_c96_z130,initial,96.0,112.0,130.0,0.64705884,0.6271479,0.56,0.0006291946
uniform_grid,0,r352_c160_z100,initial,160.0,352.0,100.0,0.65882355,0.6394358,0.12,0.0
uniform_grid,0,r0_c464_z100,initial,464.0,0.0,100.0,0.627451,0.6220014,0.0,0.0
uniform_grid,0,r368_c496_z100,initial,496.0,368.0,100.0,0.654902,0.6265488,0.0,0.0
uniform_grid,0,r352_c160_z110,initial,160.0,352.0,110.0,0.654902,0.6395123,0.12,0.0
uniform_grid,0,r96_c16_z120,initial,16.0,96.0,120.0,0.6431373,0.6214219,0.0,0.0
uniform_grid,0,r32_c416_z120,initial,416.0,32.0,120.0,0.64705884,0.62364286,0.0,0.0
uniform_grid,0,r160_c240_z100,initial,240.0,160.0,100.0,0.65882355,0.6303052,0.32,0.0
uniform_grid,0,r0_c32_z130,initial,32.0,0.0,130.0,0.62352943,0.6234064,0.0,0.0
uniform_grid,0,r208_c416_z110,initial,416.0,208.0,110.0,0.6509804,0.63365895,0.0,0.0
uniform_grid,0,r176_c160_z130,initial,160.0,176.0,130.0,0.64705884,0.6270339,0.52,0.0
uniform_grid,0,r448_c448_z120,initial,448.0,448.0,120.0,0.6509804,0.62224305,1.0,0.0
uniform_grid,0,r48_c256_z130,initial,256.0,48.0,130.0,0.64705884,0.6286597,1.0,0.0
uniform_grid,0,r416_c480_z110,initial,480.0,416.0,110.0,0.6509804,0.6243492,0.0,0.0
uniform_grid,0,r224_c96_z110,initial,96.0,224.0,110.0,0.654902,0.63099366,0.0,0.0006291946
uniform_grid,0,r240_c192_z120,initial,192.0,240.0,120.0,0.64705884,0.6322346,0.0,0.0
uniform_grid,0,r272_c192_z130,initial,192.0,272.0,130.0,0.64705884,0.6331011,0.0,0.0
uniform_grid,0,r304_c32_z120,initial,32.0,304.0,120.0,0.64705884,0.6355326,0.0,0.0
uniform_grid,0,r416_c272_z130,initial,272.0,416.0,130.0,0.64705884,0.6332171,0.08,0.0006291946
uniform_grid,0,r336_c32_z120,initial,32.0,336.0,120.0,0.64705884,0.6363174,0.96,0.0
uniform_grid,0,r112_c96_z120,initial,96.0,112.0,120.0,0.64705884,0.6298213,0.56,0.0006291946
uniform_grid,0,r96_c480_z120,initial,480.0,96.0,120.0,0.6431373,0.6220645,0.0,0.0
uniform_grid,0,r480_c224_z100,initial,224.0,480.0,100.0,0.6431373,0.62816954,0.0,0.0
uniform_grid,0,r384_c416_z110,initial,416.0,384.0,110.0,0.654902,0.6258294,0.2,0.0006291946
uniform_grid,0,r336_c208_z110,initial,208.0,336.0,110.0,0.6509804,0.6378777,0.8,0.0
uniform_grid,0,r80_c48_z110,initial,48.0,80.0,110.0,0.6509804,0.6276998,0.0,0.0
uniform_grid,0,r112_c208_z130,initial,208.0,112.0,130.0,0.64705884,0.62590295,0.08,0.0
uniform_grid,0,r432_c432_z100,initial,432.0,432.0,100.0,0.654902,0.62215364,0.24,0.0
uniform_grid,0,r272_c208_z100,initial,208.0,272.0,100.0,0.65882355,0.6332985,0.2,0.0
uniform_grid,0,r32_c144_z130,initial,144.0,32.0,130.0,0.64705884,0.6253584,0.0,0.0
uniform_grid,0,r112_c368_z130,initial,368.0,112.0,130.0,0.64705884,0.63037455,0.16,0.0
uniform_grid,0,r48_c208_z120,initial,208.0,48.0,120.0,0.6392157,0.632088,0.8,0.0006291946
uniform_grid,0,r64_c0_z130,initial,0.0,64.0,130.0,0.627451,0.61677504,0.0,0.0
uniform_grid,0,r80_c304_z130,initial,304.0,80.0,130.0,0.6431373,0.6285355,0.0,0.0
uniform_grid,0,r176_c192_z100,initial,192.0,176.0,100.0,0.6509804,0.63152146,0.0,0.0
uniform_grid,0,r192_c32_z100,initial,32.0,192.0,100.0,0.6509804,0.632517,0.0,0.0006291946
uniform_grid,0,r496_c320_z120,initial,320.0,496.0,120.0,0.6392157,0.62163067,1.0,0.0
uniform_grid,0,r16_c496_z130,initial,496.0,16.0,130.0,0.627451,0.62082833,0.0,0.0
uniform_grid,0,r368_c0_z120,initial,0.0,368.0,120.0,0.64705884,0.63599974,0.0,0.0
uniform_grid,0,r96_c304_z130,initial,304.0,96.0,130.0,0.6431373,0.6297477,0.0,0.0
uniform_grid,0,r496_c496_z120,initial,496.0,496.0,120.0,0.6313726,0.61673385,0.0,0.0
uniform_grid,0,r320_c96_z130,initial,96.0,320.0,130.0,0.64705884,0.63740647,0.36,0.0
uniform_grid,0,r464_c96_z130,initial,96.0,464.0,130.0,0.64705884,0.6263251,0.24,0.0
uniform_grid,0,r496_c256_z120,initial,256.0,496.0,120.0,0.6431373,0.6237978,0.12,0.0
uniform_grid,0,r224_c416_z110,initial,416.0,224.0,110.0,0.6509804,0.63324475,0.64,0.0
uniform_grid,0,r32_c432_z110,initial,432.0,32.0,110.0,0.6509804,0.6232435,0.0,0.0
uniform_grid,0,r192_c432_z110,initial,432.0,192.0,110.0,0.6509804,0.63035744,0.0,0.0
uniform_grid,0,r240_c496_z100,initial,496.0,240.0,100.0,0.64705884,0.6266561,0.0,0.0006291946
uniform_grid,0,r400_c272_z110,initial,272.0,400.0,110.0,0.6509804,0.6361859,0.0,0.0006291946
uniform_grid,0,r496_c368_z130,initial,368.0,496.0,130.0,0.6431373,0.6178713,0.8,0.0
uniform_grid,0,r304_c352_z120,initial,352.0,304.0,120.0,0.6431373,0.63257486,0.2,0.0
uniform_grid,0,r464_c192_z110,initial,192.0,464.0,110.0,0.654902,0.6279545,0.0,0.0
uniform_grid,1,r0_c0_z100,active,0.0,0.0,100.0,0.62352943,0.61986125,0.0,0.0
uniform_grid,1,r384_c0_z130,active,0.0,384.0,130.0,0.64705884,0.63409245,0.0,0.0
uniform_grid,1,r0_c176_z110,active,176.0,0.0,110.0,0.6431373,0.6263756,0.0,0.0
uniform_grid,1,r176_c0_z110,active,0.0,176.0,110.0,0.6509804,0.6275701,0.0,0.0006291946
uniform_grid,1,r336_c368_z100,active,368.0,336.0,100.0,0.654902,0.63219696,0.08,0.0006291946
uniform_grid,1,r64_c80_z100,active,80.0,64.0,100.0,0.654902,0.6293472,0.52,0.0
uniform_grid,1,r432_c176_z120,active,176.0,432.0,120.0,0.6509804,0.63034236,0.16,0.0006291946
uniform_grid,1,r272_c0_z110,active,0.0,272.0,110.0,0.6313726,0.63388515,0.0,0.0
uniform_grid,1,r0_c0_z110,active,0.0,0.0,110.0,0.62352943,0.6192532,0.0,0.0
uniform_grid,1,r0_c256_z100,active,256.0,0.0,100.0,0.654902,0.62933505,0.2,0.0
uniform_grid,1,r208_c0_z120,active,0.0,208.0,120.0,0.6431373,0.6271001,0.0,0.0
uniform_grid,1,r0_c496_z120,active,496.0,0.0,120.0,0.62352943,0.62083113,0.0,0.0
uniform_grid,1,r112_c384_z120,active,384.0,112.0,120.0,0.6509804,0.6316555,0.28,0.0
uniform_grid,1,r0_c336_z120,active,336.0,0.0,120.0,0.64705884,0.624383,0.0,0.0
uniform_grid,1,r112_c0_z100,active,0.0,112.0,100.0,0.6431373,0.6240855,0.0,0.0006291946
uniform_grid,1,r160_c336_z100,active,336.0,160.0,100.0,0.65882355,0.6363647,0.0,0.0
uniform_grid,1,r256_c400_z100,active,400.0,256.0,100.0,0.654902,0.63334775,0.6,0.0
uniform_grid,1,r208_c256_z130,active,256.0,208.0,130.0,0.6431373,0.62591547,0.2,0.0
uniform_grid,1,r432_c144_z100,active,144.0,432.0,100.0,0.654902,0.6342585,0.6,0.0012583892
uniform_grid,1,r240_c96_z130,active,96.0,240.0,130.0,0.64705884,0.6322151,0.0,0.0
uniform_grid,1,r240_c496_z110,active,496.0,240.0,110.0,0.6431373,0.62624985,0.0,0.0006291946
uniform_grid,1,r240_c496_z120,active,496.0,240.0,120.0,0.6392157,0.6255739,0.0,0.0006291946
uniform_grid,1,r0_c144_z100,active,144.0,0.0,100.0,0.6509804,0.62828857,0.0,0.0
uniform_grid,1,r16_c96_z110,active,96.0,16.0,110.0,0.63529414,0.62748253,0.0,0.0
uniform_grid,1,r352_c416_z130,active,416.0,352.0,130.0,0.6431373,0.6244857,1.0,0.0006291946
uniform_grid,1,r416_c352_z100,active,352.0,416.0,100.0,0.654902,0.6275842,0.96,0.0006291946
uniform_grid,1,r0_c416_z130,active,416.0,0.0,130.0,0.6392157,0.62213707,0.0,0.0
uniform_grid,1,r496_c256_z110,active,256.0,496.0,110.0,0.64705884,0.6250607,0.12,0.0
uniform_grid,1,r0_c384_z100,active,384.0,0.0,100.0,0.6392157,0.62543315,0.0,0.0
uniform_grid,1,r496_c496_z100,active,496.0,496.0,100.0,0.6313726,0.6141428,0.0,0.0
uniform_grid,1,r496_c112_z100,active,112.0,496.0,100.0,0.6431373,0.6252775,0.4,0.0
uniform_grid,1,r0_c256_z120,active,256.0,0.0,120.0,0.64705884,0.6271165,0.2,0.0
uniform_grid,1,r368_c448_z120,active,448.0,368.0,120.0,0.6509804,0.6268341,0.04,0.0006291946
uniform_grid,1,r160_c192_z120,active,192.0,160.0,120.0,0.64705884,0.62975097,0.4,0.0
uniform_grid,1,r96_c272_z100,active,272.0,96.0,100.0,0.65882355,0.633257,0.92,0.0
uniform_grid,1,r400_c64_z130,active,64.0,400.0,130.0,0.64705884,0.6376388,0.48,0.0
uniform_grid,1,r160_c80_z110,active,80.0,160.0,110.0,0.654902,0.63376,0.8,0.0006291946
uniform_grid,1,r288_c64_z110,active,64.0,288.0,110.0,0.6509804,0.6368177,0.32,0.0
uniform_grid,1,r0_c16_z120,active,16.0,0.0,120.0,0.62352943,0.6218593,0.0,0.0
uniform_grid,1,r496_c0_z100,active,0.0,496.0,100.0,0.6313726,0.62279236,0.0,0.0
uniform_grid,1,r432_c192_z130,active,192.0,432.0,130.0,0.64705884,0.62812936,0.8,0.0006291946
uniform_grid,1,r128_c16_z130,active,16.0,128.0,130.0,0.6431373,0.6236959,0.0,0.0006291946
uniform_grid,1,r144_c288_z120,active,288.0,144.0,120.0,0.64705884,0.6289814,0.0,0.0
uniform_grid,1,r256_c336_z130,active,336.0,256.0,130.0,0.6431373,0.631232,0.16,0.0
uniform_grid,1,r496_c160_z120,active,160.0,496.0,120.0,0.64705884,0.623609,0.0,0.0
uniform_grid,1,r320_c16_z130,active,16.0,320.0,130.0,0.64705884,0.6348523,0.0,0.0
uniform_grid,1,r112_c288_z110,active,288.0,112.0,110.0,0.654902,0.6323185,0.0,0.0
uniform_grid,1,r224_c224_z110,active,224.0,224.0,110.0,0.654902,0.62967217,0.0,0.0
uniform_grid,1,r176_c368_z120,active,368.0,176.0,120.0,0.64705884,0.632151,0.24,0.0
uniform_grid,1,r368_c0_z100,active,0.0,368.0,100.0,0.6509804,0.63792753,0.0,0.0
uniform_grid,1,r240_c112_z100,active,112.0,240.0,100.0,0.65882355,0.63243777,0.92,0.0006291946
uniform_grid,1,r480_c0_z110,active,0.0,480.0,110.0,0.6313726,0.62323457,0.0,0.0
uniform_grid,1,r368_c208_z120,active,208.0,368.0,120.0,0.64705884,0.63606125,0.12,0.0
uniform_grid,1,r496_c320_z100,active,320.0,496.0,100.0,0.64705884,0.6231064,1.0,0.0
uniform_grid,1,r240_c352_z110,active,352.0,240.0,110.0,0.654902,0.6343668,0.2,0.0
uniform_grid,1,r0_c320_z100,active,320.0,0.0,100.0,0.6509804,0.62713015,0.0,0.0
uniform_grid,1,r176_c96_z130,active,96.0,176.0,130.0,0.64705884,0.62873495,0.56,0.0006291946
uniform_grid,1,r496_c272_z130,active,272.0,496.0,130.0,0.6431373,0.62251675,0.12,0.0
uniform_grid,1,r0_c160_z120,active,160.0,0.0,120.0,0.6431373,0.6251863,0.0,0.0
uniform_grid,1,r0_c80_z100,active,80.0,0.0,100.0,0.627451,0.62659216,0.0,0.0
uniform_grid,1,r448_c416_z110,active,416.0,448.0,110.0,0.6509804,0.62220025,0.52,0.0
uniform_grid,1,r384_c352_z130,active,352.0,384.0,130.0,0.6431373,0.6302124,0.0,0.0006291946
uniform_grid,1,r400_c496_z120,active,496.0,400.0,120.0,0.6431373,0.62446904,0.0,0.0
uniform_grid,1,r208_c384_z130,active,384.0,208.0,130.0,0.6431373,0.6303836,0.12,0.0
uniform_grid,1,r368_c416_z100,active,416.0,368.0,100.0,0.65882355,0.62600106,0.0,0.0006291946
uniform_grid,1,r128_c64_z100,active,64.0,128.0,100.0,0.654902,0.6346593,0.0,0.0006291946
uniform_grid,1,r384_c112_z100,active,112.0,384.0,100.0,0.6509804,0.6399175,0.04,0.0
uniform_grid,1,r48_c448_z130,active,448.0,48.0,130.0,0.64705884,0.62207586,0.0,0.0
uniform_grid,1,r496_c144_z130,active,144.0,496.0,130.0,0.64705884,0.6222318,0.0,0.0
uniform_grid,1,r192_c384_z100,active,384.0,192.0,100.0,0.6509804,0.63607824,0.36,0.0
uniform_grid,1,r0_c384_z110,active,384.0,0.0,110.0,0.63529414,0.62435657,0.0,0.0
